"","text","emotion"
"1091"," cifras semana pasada tungurahua semana atras salio alcalde pelileo confirmar paciente recien registra","Neutral"
"1092","terminamos invicto provincia napo pasar dias confirmado triste realidad","Neutral"
"1093"," guayas hai laborat particular prueba","Neutral"
"1094"," curva aplana ","Neutral"
"1095"," cadaveres aparecen hospitales digo pasado familiar","Neutral"
"1096"," cosa dada alta otroa cosa recuperados segun dijo ministro salusted dados alta osea seguimos personas recuperados dados lata casos sospechosos","Neutral"
"1097","deberian dar tiempo laborar abril casos suben vez quieren abril salgan laborar den tiempo si siguen va contagiado miles dias","Tristeza"
"1098","sentimientos impotencia indignacion coraje mienten pueblo pueblo muere tanta indolenciase salio manos quieren reconocerloacaso quieren sacar tajadas evidentemente hecho ahora mientan ocultar informacion muertes pruebas hacernos creer cosa mejorando llevara caospor favor responsables","Alegria"
"1099","pacientes manabi colapsado sitema salusted gerente iess manta entrevista dijo hep capacidad recibir pctes verdi adecuando espacios porq pacientes espera","Neutral"
"1100"," cuarentena hizo ningenieroun efecto","Neutral"
"1101"," desgracia albergues guayaquil veremos unas semanas mientras gente muriendo fueraleninfuera quedo grande pais","Neutral"
"1102"," si ustedes contando casos recuperados principal senora mayor anos recuperada recuperado cuenca cynthia viteri dijo curada dieron alta ayer dan total personas aparentemente recuperandas","Enfado"
"1103"," conocidos fallecido causa ineptitusted ustedes nunca contestan si contestan dicen pruebas disponibles automaticamente aislan ningenieroun control paracetamol fallecen dios piedad todiiitos ustedes senores ministros alcaldes especial presidente republica","Neutral"
"1104"," favorrr clara ficha imposible leer casos provincia","Neutral"
"1105","ahora dicen alta hospitalaria envian morir casa","Neutral"
"1106","ahi consta casos nunca llegaron hacerse prueba coronavirus fallecieron","Neutral"
"1107","personas fallecidas dicen corona virus osea extrana coincidencia malisima suerte ustedes esten muriendo nunca habia pasado ooooo vaya coincidencia sigan viviendo pais maravillas mentirosos","Neutral"
"1108"," menos transparentando cifras","Neutral"
"1109"," bueno gente creo anda confiada calles si pasando vieron casos subiendo quedateencasa parece juego","Neutral"
"1110"," perdieron toda credibilidad emergencia sanitaria dejan mentir","Neutral"
"1111"," puesto cuantas personas pronostico reservado deberian dar informe detallado","Tristeza"
"1112","nombre recuperados procedentes provincia tiempo estancia hospitalaria edades","Neutral"
"1113"," fallecidos todas cifras reales","Neutral"
"1114"," verdad dificilquesea gracias","Neutral"
"1115"," cifras semana pasada tungurahua semana atras salio alcalde pelileo confirmar paciente recien registra","Neutral"
"1116","terminamos invicto provincia napo pasar dias confirmado triste realidad","Neutral"
"1117"," guayas hai laborat particular prueba","Neutral"
"1118"," curva aplana ","Neutral"
"1119"," cadaveres aparecen hospitales digo pasado familiar","Neutral"
"1120"," cosa dada alta otroa cosa recuperados segun dijo ministro salusted dados alta osea seguimos personas recuperados dados lata casos sospechosos","Neutral"
"1121","deberian dar tiempo laborar abril casos suben vez quieren abril salgan laborar den tiempo si siguen va contagiado miles dias","Tristeza"
"1122","sentimientos impotencia indignacion coraje mienten pueblo pueblo muere tanta indolenciase salio manos quieren reconocerloacaso quieren sacar tajadas evidentemente hecho ahora mientan ocultar informacion muertes pruebas hacernos creer cosa mejorando llevara caospor favor responsables","Alegria"
"1123","pacientes manabi colapsado sitema salusted gerente iess manta entrevista dijo hep capacidad recibir pctes verdi adecuando espacios porq pacientes espera","Neutral"
"1124"," cuarentena hizo ningenieroun efecto","Neutral"
"1125"," desgracia albergues guayaquil veremos unas semanas mientras gente muriendo fueraleninfuera quedo grande pais","Neutral"
"1126"," si ustedes contando casos recuperados principal senora mayor anos recuperada recuperado cuenca cynthia viteri dijo curada dieron alta ayer dan total personas aparentemente recuperandas","Enfado"
"1127"," conocidos fallecido causa ineptitusted ustedes nunca contestan si contestan dicen pruebas disponibles automaticamente aislan ningenieroun control paracetamol fallecen dios piedad todiiitos ustedes senores ministros alcaldes especial presidente republica","Neutral"
"1128"," favorrr clara ficha imposible leer casos provincia","Neutral"
"1129","ahora dicen alta hospitalaria envian morir casa","Neutral"
"1130","ahi consta casos nunca llegaron hacerse prueba coronavirus fallecieron","Neutral"
"1131","personas fallecidas dicen corona virus osea extrana coincidencia malisima suerte ustedes esten muriendo nunca habia pasado ooooo vaya coincidencia sigan viviendo pais maravillas mentirosos","Neutral"
"1132"," menos transparentando cifras","Neutral"
"1133"," bueno gente creo anda confiada calles si pasando vieron casos subiendo quedateencasa parece juego","Neutral"
"1134"," perdieron toda credibilidad emergencia sanitaria dejan mentir","Neutral"
"1135"," puesto cuantas personas pronostico reservado deberian dar informe detallado","Tristeza"
"1136","nombre recuperados procedentes provincia tiempo estancia hospitalaria edades","Neutral"
"1137"," fallecidos todas cifras reales","Neutral"
"1138"," verdad dificilquesea gracias","Neutral"
"1139"," cifras semana pasada tungurahua semana atras salio alcalde pelileo confirmar paciente recien registra","Neutral"
"1140","terminamos invicto provincia napo pasar dias confirmado triste realidad","Neutral"
"1141"," guayas hai laborat particular prueba","Neutral"
"1142"," curva aplana ","Neutral"
"1143"," cadaveres aparecen hospitales digo pasado familiar","Neutral"
"1144"," cosa dada alta otroa cosa recuperados segun dijo ministro salusted dados alta osea seguimos personas recuperados dados lata casos sospechosos","Neutral"
"1145","deberian dar tiempo laborar abril casos suben vez quieren abril salgan laborar den tiempo si siguen va contagiado miles dias","Tristeza"
"1146","sentimientos impotencia indignacion coraje mienten pueblo pueblo muere tanta indolenciase salio manos quieren reconocerloacaso quieren sacar tajadas evidentemente hecho ahora mientan ocultar informacion muertes pruebas hacernos creer cosa mejorando llevara caospor favor responsables","Alegria"
"1147","pacientes manabi colapsado sitema salusted gerente iess manta entrevista dijo hep capacidad recibir pctes verdi adecuando espacios porq pacientes espera","Neutral"
"1148"," cuarentena hizo ningenieroun efecto","Neutral"
"1149"," desgracia albergues guayaquil veremos unas semanas mientras gente muriendo fueraleninfuera quedo grande pais","Neutral"
"1150"," si ustedes contando casos recuperados principal senora mayor anos recuperada recuperado cuenca cynthia viteri dijo curada dieron alta ayer dan total personas aparentemente recuperandas","Enfado"
"1151"," conocidos fallecido causa ineptitusted ustedes nunca contestan si contestan dicen pruebas disponibles automaticamente aislan ningenieroun control paracetamol fallecen dios piedad todiiitos ustedes senores ministros alcaldes especial presidente republica","Neutral"
"1152"," favorrr clara ficha imposible leer casos provincia","Neutral"
"1153","ahora dicen alta hospitalaria envian morir casa","Neutral"
"1154","ahi consta casos nunca llegaron hacerse prueba coronavirus fallecieron","Neutral"
"1155","personas fallecidas dicen corona virus osea extrana coincidencia malisima suerte ustedes esten muriendo nunca habia pasado ooooo vaya coincidencia sigan viviendo pais maravillas mentirosos","Neutral"
"1156"," menos transparentando cifras","Neutral"
"1157"," bueno gente creo anda confiada calles si pasando vieron casos subiendo quedateencasa parece juego","Neutral"
"1158"," perdieron toda credibilidad emergencia sanitaria dejan mentir","Neutral"
"1159"," puesto cuantas personas pronostico reservado deberian dar informe detallado","Tristeza"
"1160","nombre recuperados procedentes provincia tiempo estancia hospitalaria edades","Neutral"
"1161"," fallecidos todas cifras reales","Neutral"
"1162"," verdad dificilquesea gracias","Neutral"
"1163"," cifras semana pasada tungurahua semana atras salio alcalde pelileo confirmar paciente recien registra","Neutral"
"1164","terminamos invicto provincia napo pasar dias confirmado triste realidad","Neutral"
"1165"," guayas hai laborat particular prueba","Neutral"
"1166"," curva aplana ","Neutral"
"1167"," cadaveres aparecen hospitales digo pasado familiar","Neutral"
"1168"," cosa dada alta otroa cosa recuperados segun dijo ministro salusted dados alta osea seguimos personas recuperados dados lata casos sospechosos","Neutral"
"1169","deberian dar tiempo laborar abril casos suben vez quieren abril salgan laborar den tiempo si siguen va contagiado miles dias","Tristeza"
"1170","sentimientos impotencia indignacion coraje mienten pueblo pueblo muere tanta indolenciase salio manos quieren reconocerloacaso quieren sacar tajadas evidentemente hecho ahora mientan ocultar informacion muertes pruebas hacernos creer cosa mejorando llevara caospor favor responsables","Alegria"
"1171","pacientes manabi colapsado sitema salusted gerente iess manta entrevista dijo hep capacidad recibir pctes verdi adecuando espacios porq pacientes espera","Neutral"
"1172"," cuarentena hizo ningenieroun efecto","Neutral"
"1173"," desgracia albergues guayaquil veremos unas semanas mientras gente muriendo fueraleninfuera quedo grande pais","Neutral"
"1174"," si ustedes contando casos recuperados principal senora mayor anos recuperada recuperado cuenca cynthia viteri dijo curada dieron alta ayer dan total personas aparentemente recuperandas","Enfado"
"1175"," conocidos fallecido causa ineptitusted ustedes nunca contestan si contestan dicen pruebas disponibles automaticamente aislan ningenieroun control paracetamol fallecen dios piedad todiiitos ustedes senores ministros alcaldes especial presidente republica","Neutral"
"1176"," favorrr clara ficha imposible leer casos provincia","Neutral"
"1177","ahora dicen alta hospitalaria envian morir casa","Neutral"
"1178","ahi consta casos nunca llegaron hacerse prueba coronavirus fallecieron","Neutral"
"1179","personas fallecidas dicen corona virus osea extrana coincidencia malisima suerte ustedes esten muriendo nunca habia pasado ooooo vaya coincidencia sigan viviendo pais maravillas mentirosos","Neutral"
"1180"," menos transparentando cifras","Neutral"
"1181"," bueno gente creo anda confiada calles si pasando vieron casos subiendo quedateencasa parece juego","Neutral"
"1182"," perdieron toda credibilidad emergencia sanitaria dejan mentir","Neutral"
"1183"," puesto cuantas personas pronostico reservado deberian dar informe detallado","Tristeza"
"1184","nombre recuperados procedentes provincia tiempo estancia hospitalaria edades","Neutral"
"1185"," fallecidos todas cifras reales","Neutral"
"1186"," verdad dificilquesea gracias","Neutral"
"1187"," cifras semana pasada tungurahua semana atras salio alcalde pelileo confirmar paciente recien registra","Neutral"
"1188","terminamos invicto provincia napo pasar dias confirmado triste realidad","Neutral"
"1189"," guayas hai laborat particular prueba","Neutral"
"1190"," curva aplana ","Neutral"
"1191"," cadaveres aparecen hospitales digo pasado familiar","Neutral"
"1192"," cosa dada alta otroa cosa recuperados segun dijo ministro salusted dados alta osea seguimos personas recuperados dados lata casos sospechosos","Neutral"
"1193","deberian dar tiempo laborar abril casos suben vez quieren abril salgan laborar den tiempo si siguen va contagiado miles dias","Tristeza"
"1194","sentimientos impotencia indignacion coraje mienten pueblo pueblo muere tanta indolenciase salio manos quieren reconocerloacaso quieren sacar tajadas evidentemente hecho ahora mientan ocultar informacion muertes pruebas hacernos creer cosa mejorando llevara caospor favor responsables","Alegria"
