"","text","polarity"
"2163","deberian consideran seguir cuarentena tiempocaso contrario empezar va nuevo fuerza ademas cerrar entradas salidas pues escapan controles ingresan cerrar provincias afectadas cuidar resto provincias buen dia","Positivo"
"2164"," llevamos casi casos confirmados estadisticas siguen subiendo estadisticamente hablando ningenieroun sentido senores creen enganan idiotas","Positivo"
"2165","peru recuperados contagiados dias nadie recupera","Positivo"
"2166"," falsos verdad si vas hospital dices fiebre algun sintoma enseguida ingenieroresan nadie atiende mueres pena jueguen vida gente encima hacen ningenierouna prueba","Positivo"
"2167","si esforzaran registrar bien dieran cifras reales poblacion asustada tal vez cuiden ","Positivo"
"2168","espero manana repunten casos hoy gente quito salio forma inconsciente pustedieran hacerlo tomar cuanta restricciones levantado ","Positivo"
"2169"," favor especidiquen bien cuadoctoro nuesvos casos san lorenzo provincia esmeraldas enteramos otroas personas existen casos existente canto medios sale total esmeraldas san lorenzo canto deberia reflejar caustedoctoro nuevos casos covid","Neutral"
"2170"," verguenza den datos exactos ocultando informacion dan cuenta vidas humanas poniendo juego","Positivo"
"2171","ojala contagie desposar viusteda italiana razon grandedesu devastadora cifra longevidaddesus habitantesquesu numero mayorqueamerica latina","Positivo"
"2172"," sacrifiquen vidas adquieran pruebas rapidas sacrifiquen economia vidas urgente","Positivo"
"2173"," muestras restantes positivas negativas sabe pendiente resultados","Positivo"
"2174"," cuarentena toque queda siguen casos","Positivo"
"2175"," jipijapa muertes aningenierouno an hecho prueba coronavirus sale contagiado mmmm","Positivo"
"2176","yqueestan esperando anunciar toque queda horas","Positivo"
"2177","quito dia hoy parara nunca","Positivo"
"2178"," suburbio muertos afuera adentroquellevan diasde casas losquemueren hospitales afuera adentro digan vrdd q gente tome conciencia quede casa gente terca bo oculten nadaaaa virus llego punto contagio paciente aninados qur hicieron megafiesta quedarxe casa mejor opcion","Negativo"
"2179","ecuador presenta cerca casos pese densidad poblacional menor brazil chile unicamente personas fallecidas recuperados ecuador personas fallecidas unicamente recuperados ineptitusted respondan menos verdad pueden eficientes","Positivo"
"2180","cifras falsas existencia dios jajajajajajjajaja","Positivo"
"2181"," datos realidad oh casualidad justo ayer hoy aumento menos contagiados positivos mentira senores nunca dar cifra real resulta haciendo pruebas unico hacen valorar decirte si sintomas ud coronavirus quedese casa tome compre receta medicamentos dan entonces osan decir cantidad contagios cientos personas realizado prueba diagnostico oficial","Positivo"
"2182","escribo italia italiana esposo ecuatoriano ahora atrapado alli incluso si crees datos dicen verdaderos razon quedarte casa infecciones reducen mitad gracias leyes sentido comun personas dicen mismo diciendo ahora despues semanas comenzamos cambio esperamos continue ","Positivo"
"2183"," cementerio suburbio entierre muertos misma familia haciendo huecos","Negativo"
"2184"," gente inconsciente respeta quiere salir vehiculo gente pobre porqueellos carros viendo nuevoquelos ricos andan queriendo seguir incrementando ganancias abriendo locales negocios","Positivo"
"2185"," datos sospechas deberian darse yaquese deberia pronto pruebas seguir descargando positivos negativos tenerlos sospechas muriendo gentequedespues presenta sintomas tarde realizar algun tratamiento","Positivo"
"2186"," pena tipo autoridades cargos altos menor idea pasando salgan comentarios lugar ves peor tratando personas animales hora tomen cartas asunto pongan gente preparada vale pena","Negativo"
"2187"," balance estadistico falso balances betty","Positivo"
"2188","deberian consideran seguir cuarentena tiempocaso contrario empezar va nuevo fuerza ademas cerrar entradas salidas pues escapan controles ingresan cerrar provincias afectadas cuidar resto provincias buen dia","Positivo"
"2189"," llevamos casi casos confirmados estadisticas siguen subiendo estadisticamente hablando ningenieroun sentido senores creen enganan idiotas","Positivo"
"2190","peru recuperados contagiados dias nadie recupera","Positivo"
"2191"," falsos verdad si vas hospital dices fiebre algun sintoma enseguida ingenieroresan nadie atiende mueres pena jueguen vida gente encima hacen ningenierouna prueba","Positivo"
"2192","si esforzaran registrar bien dieran cifras reales poblacion asustada tal vez cuiden ","Positivo"
"2193","espero manana repunten casos hoy gente quito salio forma inconsciente pustedieran hacerlo tomar cuanta restricciones levantado ","Positivo"
"2194"," favor especidiquen bien cuadoctoro nuesvos casos san lorenzo provincia esmeraldas enteramos otroas personas existen casos existente canto medios sale total esmeraldas san lorenzo canto deberia reflejar caustedoctoro nuevos casos covid","Neutral"
"2195"," verguenza den datos exactos ocultando informacion dan cuenta vidas humanas poniendo juego","Positivo"
"2196","ojala contagie desposar viusteda italiana razon grandedesu devastadora cifra longevidaddesus habitantesquesu numero mayorqueamerica latina","Positivo"
"2197"," sacrifiquen vidas adquieran pruebas rapidas sacrifiquen economia vidas urgente","Positivo"
"2198"," muestras restantes positivas negativas sabe pendiente resultados","Positivo"
"2199"," cuarentena toque queda siguen casos","Positivo"
"2200"," jipijapa muertes aningenierouno an hecho prueba coronavirus sale contagiado mmmm","Positivo"
"2201","yqueestan esperando anunciar toque queda horas","Positivo"
"2202","quito dia hoy parara nunca","Positivo"
"2203"," suburbio muertos afuera adentroquellevan diasde casas losquemueren hospitales afuera adentro digan vrdd q gente tome conciencia quede casa gente terca bo oculten nadaaaa virus llego punto contagio paciente aninados qur hicieron megafiesta quedarxe casa mejor opcion","Negativo"
"2204","ecuador presenta cerca casos pese densidad poblacional menor brazil chile unicamente personas fallecidas recuperados ecuador personas fallecidas unicamente recuperados ineptitusted respondan menos verdad pueden eficientes","Positivo"
"2205","cifras falsas existencia dios jajajajajajjajaja","Positivo"
"2206"," datos realidad oh casualidad justo ayer hoy aumento menos contagiados positivos mentira senores nunca dar cifra real resulta haciendo pruebas unico hacen valorar decirte si sintomas ud coronavirus quedese casa tome compre receta medicamentos dan entonces osan decir cantidad contagios cientos personas realizado prueba diagnostico oficial","Positivo"
"2207","escribo italia italiana esposo ecuatoriano ahora atrapado alli incluso si crees datos dicen verdaderos razon quedarte casa infecciones reducen mitad gracias leyes sentido comun personas dicen mismo diciendo ahora despues semanas comenzamos cambio esperamos continue ","Positivo"
"2208"," cementerio suburbio entierre muertos misma familia haciendo huecos","Negativo"
"2209"," gente inconsciente respeta quiere salir vehiculo gente pobre porqueellos carros viendo nuevoquelos ricos andan queriendo seguir incrementando ganancias abriendo locales negocios","Positivo"
"2210"," datos sospechas deberian darse yaquese deberia pronto pruebas seguir descargando positivos negativos tenerlos sospechas muriendo gentequedespues presenta sintomas tarde realizar algun tratamiento","Positivo"
"2211"," pena tipo autoridades cargos altos menor idea pasando salgan comentarios lugar ves peor tratando personas animales hora tomen cartas asunto pongan gente preparada vale pena","Negativo"
"2212"," balance estadistico falso balances betty","Positivo"
"2213","deberian consideran seguir cuarentena tiempocaso contrario empezar va nuevo fuerza ademas cerrar entradas salidas pues escapan controles ingresan cerrar provincias afectadas cuidar resto provincias buen dia","Positivo"
"2214"," llevamos casi casos confirmados estadisticas siguen subiendo estadisticamente hablando ningenieroun sentido senores creen enganan idiotas","Positivo"
"2215","peru recuperados contagiados dias nadie recupera","Positivo"
"2216"," falsos verdad si vas hospital dices fiebre algun sintoma enseguida ingenieroresan nadie atiende mueres pena jueguen vida gente encima hacen ningenierouna prueba","Positivo"
"2217","si esforzaran registrar bien dieran cifras reales poblacion asustada tal vez cuiden ","Positivo"
"2218","espero manana repunten casos hoy gente quito salio forma inconsciente pustedieran hacerlo tomar cuanta restricciones levantado ","Positivo"
"2219"," favor especidiquen bien cuadoctoro nuesvos casos san lorenzo provincia esmeraldas enteramos otroas personas existen casos existente canto medios sale total esmeraldas san lorenzo canto deberia reflejar caustedoctoro nuevos casos covid","Neutral"
"2220"," verguenza den datos exactos ocultando informacion dan cuenta vidas humanas poniendo juego","Positivo"
"2221","ojala contagie desposar viusteda italiana razon grandedesu devastadora cifra longevidaddesus habitantesquesu numero mayorqueamerica latina","Positivo"
"2222"," sacrifiquen vidas adquieran pruebas rapidas sacrifiquen economia vidas urgente","Positivo"
"2223"," muestras restantes positivas negativas sabe pendiente resultados","Positivo"
"2224"," cuarentena toque queda siguen casos","Positivo"
"2225"," jipijapa muertes aningenierouno an hecho prueba coronavirus sale contagiado mmmm","Positivo"
"2226","yqueestan esperando anunciar toque queda horas","Positivo"
"2227","quito dia hoy parara nunca","Positivo"
"2228"," suburbio muertos afuera adentroquellevan diasde casas losquemueren hospitales afuera adentro digan vrdd q gente tome conciencia quede casa gente terca bo oculten nadaaaa virus llego punto contagio paciente aninados qur hicieron megafiesta quedarxe casa mejor opcion","Negativo"
"2229","ecuador presenta cerca casos pese densidad poblacional menor brazil chile unicamente personas fallecidas recuperados ecuador personas fallecidas unicamente recuperados ineptitusted respondan menos verdad pueden eficientes","Positivo"
"2230","cifras falsas existencia dios jajajajajajjajaja","Positivo"
"2231"," datos realidad oh casualidad justo ayer hoy aumento menos contagiados positivos mentira senores nunca dar cifra real resulta haciendo pruebas unico hacen valorar decirte si sintomas ud coronavirus quedese casa tome compre receta medicamentos dan entonces osan decir cantidad contagios cientos personas realizado prueba diagnostico oficial","Positivo"
"2232","escribo italia italiana esposo ecuatoriano ahora atrapado alli incluso si crees datos dicen verdaderos razon quedarte casa infecciones reducen mitad gracias leyes sentido comun personas dicen mismo diciendo ahora despues semanas comenzamos cambio esperamos continue ","Positivo"
"2233"," cementerio suburbio entierre muertos misma familia haciendo huecos","Negativo"
"2234"," gente inconsciente respeta quiere salir vehiculo gente pobre porqueellos carros viendo nuevoquelos ricos andan queriendo seguir incrementando ganancias abriendo locales negocios","Positivo"
"2235"," datos sospechas deberian darse yaquese deberia pronto pruebas seguir descargando positivos negativos tenerlos sospechas muriendo gentequedespues presenta sintomas tarde realizar algun tratamiento","Positivo"
"2236"," pena tipo autoridades cargos altos menor idea pasando salgan comentarios lugar ves peor tratando personas animales hora tomen cartas asunto pongan gente preparada vale pena","Negativo"
